rooms,floor,totfloors,lon,lat,m2,price
3,3,5,39.709838,47.22034,95.00,7500000
3,6,10,39.616845,47.232634,57.00,3700000
2,3,5,39.644279,47.212891,41.00,2500000
0,4,5,39.695438,47.238685,18.00,850000
0,2,5,39.822927,47.237345,14.00,1200000
2,5,9,39.828326,47.244576,65.00,3900000
2,1,4,39.753209,47.222757,63.00,3300000
1,9,16,39.598986,47.232811,29.00,2150000
2,1,9,39.70735,47.293138,56.00,2800000
1,20,23,39.697576,47.241157,29.00,2100000
3,3,9,39.802608,47.237431,110.00,8700000
1,3,14,39.765471,47.255397,27.00,2130000
3,2,9,39.649418,47.257647,63.00,3500000
1,6,6,39.69587,47.265114,18.00,1000000
1,4,9,39.701817,47.228504,31.00,3100000
0,4,9,39.702805,47.296731,22.00,1600000
2,7,22,39.703685,47.230957,55.00,8000000
3,2,9,39.710548,47.282405,93.00,5700000
2,5,5,39.724697,47.219073,43.00,3200000
2,2,5,39.706506,47.280075,52.00,2470000
1,21,23,39.597414,47.23294,40.00,2700000
1,6,9,39.719936,47.284299,17.00,970000
2,3,18,39.629287,47.200715,65.00,3350000
1,3,10,39.687138,47.208441,30.00,2260000
1,11,18,39.691073,47.224881,42.00,3950000
3,9,9,39.677077,47.215058,67.00,3600000
2,5,5,39.639087,47.209016,48.00,2550000
2,8,10,39.708814,47.258112,52.00,3100000
2,5,5,39.714141,47.25391,50.00,3000000
2,13,25,39.677688,47.197862,53.10,2720000
1,1,4,39.816828,47.235864,36.00,2600000
1,11,16,39.74039,47.302188,50.00,2700000
1,3,9,39.623106,47.23108,23.00,1750000
3,9,16,39.699463,47.22053,125.00,9850000
2,2,5,39.701754,47.234421,46.00,3800000
0,2,2,39.706578,47.226423,170.00,1150000
0,2,5,39.731964,47.250822,64.00,850000
1,11,19,39.721804,47.224477,44.00,6200000
1,3,20,39.691917,47.225303,43.00,3396000
2,12,15,39.71884,47.296799,74.00,4900000
2,3,5,39.804799,47.260136,42.00,2350000
1,10,10,39.712444,47.286017,39.80,2300000
3,9,10,39.662156,47.219801,84.00,5500000
3,1,10,39.61583,47.214336,67.00,4000000
3,7,20,39.695771,47.291109,118.00,7500000
1,1,2,39.702751,47.228632,18.00,1430000
3,6,9,39.711626,47.299781,64.00,3350000
1,8,18,39.703928,47.29568,45.00,3900000
3,1,10,39.708823,47.25777,86.80,5600000
1,4,5,39.714797,47.274023,55.00,3000000
1,2,10,39.718193,47.261592,48.00,3650000
3,1,10,39.743175,47.295912,64.00,2800000
1,4,16,39.730069,47.227231,55.00,4800000
0,2,9,39.71336,47.297489,29.50,1800000
1,7,9,39.62493,47.200115,18.00,950000
1,5,5,39.731964,47.250822,15.00,950000
2,6,18,39.701044,47.285999,70.00,4300000
2,5,5,39.705751,47.240985,48.00,4000000
1,7,14,39.714025,47.273558,44.00,3300000
1,7,9,39.735836,47.277055,42.50,2900000
3,8,16,39.695897,47.222916,120.00,12500000
2,7,23,39.702329,47.282038,64.00,3200000
2,5,5,39.633634,47.232762,44.00,2700000
3,6,10,39.731605,47.301938,88.00,5700000
2,10,21,39.684515,47.237841,52.00,4001000
2,5,4,39.78121,47.243255,66.00,3870000
2,5,5,39.6979,47.249005,46.00,2700000
1,6,10,39.696319,47.288658,53.00,3300000
1,4,9,39.706272,47.281818,38.00,2590000
2,5,5,39.669253,47.246399,43.00,2600000
1,1,9,39.736779,47.302366,30.00,1750000
3,2,5,39.820304,47.238397,64.00,3100000
1,18,19,39.691917,47.225303,41.00,3299000
2,1,5,39.671211,47.223155,39.00,2250000
1,10,16,39.74039,47.302188,50.00,2690000
2,6,22,39.695897,47.222916,77.00,6000000
2,4,9,39.688486,47.292032,52.00,3000000
3,17,23,39.702329,47.282038,79.00,3802000
1,9,9,39.633886,47.227359,33.00,2250000
1,4,16,39.720564,47.219006,40.00,1800000
1,8,9,39.735027,47.302274,30.00,1738000
3,5,9,39.692106,47.293394,64.00,3900000
2,1,2,39.741899,47.225058,47.90,3300000
2,12,23,39.705329,47.27851,62.00,4361000
2,1,5,39.708725,47.280925,46.00,2400000
2,3,4,39.615731,47.213571,75.00,3400000
2,2,10,39.655607,47.264478,53.00,3200000
1,2,5,39.744253,47.236281,31.00,2000000
2,10,23,39.702329,47.282038,102.00,4500000
2,2,2,39.718929,47.218577,32.00,2500000
1,9,17,39.745367,47.223008,37.40,3050000
1,3,3,39.668938,47.21444,47.00,3000000
2,17,19,39.741845,47.25054,67.00,3399000
1,17,19,39.675999,47.319198,41.00,2370000
3,2,9,39.704583,47.292276,64.00,3310000
3,3,9,39.681721,47.229244,66.00,4750000
1,3,3,39.727356,47.225254,25.00,1350000
2,10,10,39.616665,47.225958,70.00,4800000
3,2,5,39.712929,47.229997,63.00,3450000
1,3,10,39.652328,47.259519,35.00,2290000
2,2,16,39.725227,47.298198,69.00,4200000
3,7,14,39.714285,47.296438,86.00,6150000
1,6,6,39.720618,47.293254,29.00,1800000
1,9,9,39.83377,47.24115,17.00,1300000
2,4,9,39.834848,47.242417,62.00,4500000
2,8,9,39.627795,47.230492,52.00,3450000
1,3,16,39.742762,47.298552,46.00,2150000
1,3,9,39.745277,47.286873,12.00,800000
1,6,9,39.703622,47.297452,39.00,2200000
3,16,17,39.694253,47.298742,90.00,4850000
3,3,7,39.702903,47.218033,100.00,7500000
3,8,12,39.716019,47.280387,64.00,4500000
1,3,5,39.708141,47.240581,30.00,2300000
1,7,9,39.637326,47.212022,31.00,2800000
4,1,3,39.716234,47.297177,125.00,8000000
1,13,21,39.741845,47.25054,45.00,3600000
0,7,10,39.61547,47.234133,24.00,1650000
1,3,5,39.791343,47.270538,30.00,1900000
2,2,25,39.600433,47.234004,75.00,3200000
3,2,9,39.820304,47.238397,64.00,3300000
1,10,14,39.765471,47.255397,38.00,2450000
1,3,14,39.633527,47.203231,49.00,3500000
4,5,5,39.624409,47.206782,60.00,2800000
1,6,10,39.758931,47.285773,40.00,2250000
1,2,14,39.765462,47.228504,33.00,1930000
1,18,22,39.704808,47.234219,50.00,4550000
2,14,16,39.703658,47.233968,75.00,8200000
1,5,16,39.829458,47.244056,45.00,2990000
1,3,13,39.765597,47.250516,46.00,3350000
1,11,17,39.618174,47.216411,40.00,2650000
1,2,5,39.753344,47.281426,31.00,1750000
1,10,18,39.726403,47.233338,65.00,4200000
4,15,17,39.731326,47.230621,99.00,11000000
2,3,5,39.695178,47.234782,45.00,2900000
1,5,10,39.628775,47.230278,35.00,2700000
0,3,9,39.624274,47.21346,25.00,1680000
1,20,23,39.701951,47.242325,42.00,3300000
3,9,10,39.738917,47.23335,90.00,5600000
2,2,4,39.717268,47.265365,41.00,2800000
3,2,10,39.750002,47.299329,65.60,4000000
1,1,5,39.707521,47.281182,32.00,2300000
3,1,5,39.812615,47.238569,55.00,3100000
1,15,17,39.595636,47.232817,38.00,2650000
1,5,16,39.621319,47.215713,37.00,1839000
2,4,10,39.633778,47.22862,46.00,2200000
1,4,5,39.635692,47.21335,32.00,2000000
2,7,9,39.654152,47.261861,51.00,2700000
2,4,10,39.712363,47.264246,59.00,3984000
1,4,18,39.708293,47.283254,58.00,3600000
2,14,21,39.697487,47.288969,70.00,5300000
1,14,26,39.677688,47.197862,37.00,1690000
1,19,19,39.691917,47.225303,45.00,4100000
2,4,16,39.725227,47.298198,70.00,4600000
2,4,5,39.706182,47.286573,45.00,2500000
1,7,14,39.714079,47.295937,66.00,3900000
2,3,10,39.751377,47.297636,65.00,3700000
1,3,9,39.747685,47.296872,31.00,1750000
3,17,22,39.703685,47.230957,50.00,6999000
1,2,17,39.602283,47.234983,25.00,1950000
1,8,8,39.660108,47.219391,37.70,2600000
1,6,26,39.677688,47.197862,37.00,2300000
1,2,9,39.622441,47.216062,34.00,2100000
3,5,19,39.621121,47.231624,82.00,5900000
2,3,9,39.764483,47.228534,87.00,6400000
1,12,16,39.677391,47.210571,51.00,4900000
2,11,13,39.720735,47.218638,60.00,2720000
1,10,19,39.667213,47.225505,56.00,3550000
1,2,4,39.743139,47.319973,35.00,2430000
2,4,10,39.708545,47.284807,58.00,3400000
3,7,9,39.710521,47.299035,65.00,3350000
1,3,10,39.780707,47.258938,32.00,1248000
2,12,14,39.615506,47.207902,49.00,3550000
1,9,9,39.798915,47.23603,37.00,2350000
2,9,11,39.702859,47.289941,60.00,2802000
1,2,10,39.649391,47.21447,42.00,2600000
2,9,18,39.696615,47.223394,87.00,7300000
1,5,18,39.717241,47.295442,54.00,2500000
1,16,21,39.70391,47.233711,50.00,4700000
3,3,7,39.696624,47.225413,61.00,3800000
3,15,16,39.708293,47.283254,110.00,5500000
1,3,5,39.651268,47.264986,37.00,2600000
3,5,9,39.697981,47.292502,64.00,3690000
3,4,17,39.604197,47.233845,70.00,3500000
3,5,5,39.707179,47.232212,63.00,4200000
3,16,17,39.730778,47.23324,75.00,8300000
3,15,16,39.677391,47.210571,135.00,13500000
0,2,9,39.72396,47.300538,24.00,1500000
5,18,19,39.724122,47.234451,170.00,9800000
3,6,10,39.629394,47.202313,86.00,6600000
3,15,17,39.710144,47.294574,78.50,5500000
3,5,5,39.709273,47.229409,58.00,3500000
1,3,3,39.767843,47.233827,33.00,1830000
1,3,16,39.719406,47.286317,48.00,3090000
1,3,20,39.667213,47.225505,27.00,2050000
3,7,17,39.737489,47.232316,100.00,9000000
1,2,3,39.676475,47.241891,22.00,1580000
2,4,4,39.824688,47.239578,80.00,4700000
2,17,17,39.619441,47.215425,58.00,3100000
1,10,17,39.592959,47.23286,38.00,2280000
3,2,2,39.805806,47.261427,66.00,3400000
2,4,16,39.633527,47.203231,85.00,5900000
2,7,14,39.705122,47.29554,48.40,3100000
2,13,18,39.631982,47.218773,70.00,5700000
1,1,5,39.62228,47.208918,31.00,2000000
1,6,17,39.717241,47.295442,54.00,2700000
2,16,17,39.705832,47.234457,110.00,8990000
2,8,10,39.700496,47.291732,57.00,3800000
1,2,5,39.714177,47.26402,31.00,2200000
1,5,14,39.616845,47.207921,36.00,2100000
2,2,5,39.714779,47.230541,62.00,4500000
1,9,9,39.710225,47.295802,40.00,2300000
1,2,3,39.778389,47.250687,16.90,950000
3,3,5,39.79172,47.233833,65.00,2900000
1,14,26,39.621992,47.194029,37.00,2000000
2,7,14,39.709901,47.279079,60.00,3900000
3,1,9,39.691881,47.289342,68.00,3400000
3,8,10,39.778515,47.275674,61.80,3600000
2,1,10,39.635683,47.203286,70.00,5999000
3,1,16,39.626394,47.22903,70.00,3950000
1,4,4,39.76875,47.251439,28.60,1250000
3,4,4,39.718049,47.216435,48.00,2200000
2,5,9,39.744442,47.297776,54.00,3300000
3,6,10,39.757656,47.228834,72.00,5100000
1,7,9,39.727958,47.301217,24.00,1550000
2,8,10,39.737264,47.293278,51.00,3000000
1,20,28,39.677688,47.197862,39.00,2250000
1,2,2,39.737902,47.223161,17.00,1000000
2,4,9,39.725388,47.301394,52.00,2900000
3,6,9,39.625783,47.213956,65.00,3700000
1,18,24,39.600433,47.234004,46.00,2790000
2,9,9,39.704583,47.292276,52.00,2700000
2,4,9,39.71884,47.296799,52.00,2700000
2,5,14,39.706039,47.282557,86.00,6500000
1,3,4,39.749041,47.22933,13.50,750000
1,12,21,39.741845,47.25054,44.00,2750000
2,3,5,39.750397,47.238764,46.00,2650000
1,2,5,39.661752,47.214654,32.00,2100000
2,3,5,39.621103,47.208398,45.00,2800000
1,1,9,39.720591,47.297,54.00,2700000
1,3,21,39.751934,47.227023,42.00,3900000
1,8,9,39.614554,47.213295,37.00,2500000
2,14,16,39.737803,47.302806,71.00,4200000
2,4,5,39.728667,47.219324,38.00,2500000
2,16,26,39.621992,47.194029,53.00,2650000
1,4,5,39.640093,47.213142,32.00,2150000
1,4,5,39.817106,47.237883,31.00,1950000
0,3,5,39.744037,47.272556,19.00,1350000
1,1,5,39.703353,47.283175,33.00,1400000
2,3,5,39.6433,47.208967,46.00,2500000
1,7,10,39.758931,47.285773,36.00,2300000
2,6,10,39.757907,47.287692,56.00,3200000
3,6,9,39.709183,47.283052,72.00,4250000
3,9,10,39.744181,47.298699,64.00,3250000
1,3,9,39.699032,47.252339,42.00,2650000
3,9,10,39.633015,47.196907,64.00,3000000
2,11,15,39.603415,47.234531,55.00,3500000
2,4,16,39.74039,47.302188,74.00,4650000
2,7,16,39.716181,47.272537,56.00,2800000
3,9,21,39.741845,47.25054,107.00,4650000
3,2,9,39.717384,47.290834,66.00,3690000
2,6,10,39.751377,47.297636,52.20,3100000
2,13,23,39.640848,47.23417,57.00,2790000
1,8,12,39.725101,47.234739,52.00,5700000
2,5,17,39.74834,47.22414,62.00,5650000
1,8,17,39.590291,47.234794,27.00,1999000
1,10,10,39.647037,47.25558,42.00,2600000
1,4,9,39.748277,47.298473,23.00,1600000
1,2,5,39.711671,47.282484,31.00,2000000
2,4,9,39.689492,47.292673,51.00,3200000
2,7,16,39.692995,47.289354,50.00,3250000
2,2,9,39.703685,47.296279,53.00,2770000
2,3,3,39.699274,47.222145,42.00,1850000
3,4,9,39.630508,47.228375,65.00,3300000
1,3,10,39.742762,47.298552,40.00,2550000
2,9,9,39.697981,47.292502,44.00,2450000
1,5,10,39.73969,47.302659,32.00,2300000
1,1,2,39.754772,47.251959,14.00,950000
3,15,18,39.691917,47.225303,120.00,9700000
2,2,3,39.684371,47.250131,33.00,2300000
1,13,26,39.625343,47.195456,36.00,2350000
3,2,4,39.688998,47.213962,56.00,2530000
1,11,21,39.696319,47.288658,46.00,3800000
3,3,10,39.666297,47.244423,84.00,3800000
1,2,16,39.600244,47.235118,38.00,2400000
3,11,23,39.702329,47.282038,80.00,3960000
2,6,9,39.724742,47.301241,52.00,2700000
1,12,17,39.616854,47.216386,45.00,3500000
3,6,18,39.711967,47.295973,107.00,5700000
2,5,10,39.744181,47.298699,74.00,4501000
3,7,9,39.668444,47.210804,58.00,2850000
1,22,23,39.759776,47.237155,38.00,2900000
1,1,9,39.789268,47.267157,38.20,2250000
1,2,9,39.665498,47.219759,30.00,2050000
3,5,10,39.618273,47.230676,65.00,3300000
1,4,9,39.706272,47.281818,40.00,2500000
1,7,25,39.630194,47.200617,41.00,1600000
2,5,9,39.708392,47.295564,54.00,2890000
1,8,23,39.702508,47.281249,40.00,2200000
1,6,9,39.702805,47.296731,21.80,1850000
2,2,9,39.741854,47.297709,52.00,3000000
2,1,10,39.615264,47.230963,62.00,3600000
2,7,10,39.835171,47.241866,62.00,5000000
2,9,10,39.695582,47.235363,62.00,4600000
1,6,9,39.72396,47.300538,25.00,1550000
1,3,9,39.636401,47.216264,34.00,2390000
2,1,10,39.625217,47.222298,60.00,3800000
1,5,25,39.622441,47.216062,45.00,2500000
2,1,5,39.708644,47.267413,62.00,4150000
3,10,16,39.708626,47.289984,80.00,5900000
0,4,5,39.70444,47.229342,77.00,1150000
2,15,16,39.673897,47.319039,55.00,2131000
1,6,14,39.769424,47.259782,37.00,2800000
1,5,10,39.757907,47.287692,43.00,2700000
1,17,19,39.628541,47.199907,52.00,2150000
1,2,14,39.617492,47.22813,39.00,2699000
1,7,9,39.719019,47.288089,31.00,1950000
2,7,23,39.702329,47.282038,59.00,2860000
1,17,17,39.592914,47.234916,38.00,2550000
1,2,5,39.749697,47.231588,37.00,2300000
1,15,20,39.666378,47.226331,30.00,2300000
1,7,10,39.799194,47.23718,47.00,3600000
3,1,5,39.634919,47.204315,59.00,3000000
3,8,9,39.719783,47.286903,113.00,8400000
1,1,18,39.667213,47.225505,35.90,2850000
1,15,17,39.590291,47.234794,29.00,2050000
1,11,22,39.628541,47.199907,48.00,2850000
1,14,16,39.592959,47.23286,43.00,2850000
4,8,12,39.709596,47.294158,120.00,7800000
1,3,4,39.778793,47.235589,22.00,1014000
1,3,6,39.677688,47.197862,43.00,1687000
2,4,10,39.757692,47.23855,54.00,3950000
1,1,6,39.761986,47.284599,38.40,1900000
3,2,3,39.701592,47.219098,50.00,2800000
2,4,10,39.624067,47.222237,56.00,4000000
3,3,5,39.708401,47.251617,55.00,3500000
3,9,10,39.644459,47.254987,68.00,3450000
2,5,16,39.74834,47.22414,61.00,5650000
2,3,3,39.71733,47.216827,63.00,2200000
1,9,10,39.701296,47.249617,44.00,2300000
1,10,16,39.698133,47.29109,42.00,3150000
1,10,10,39.736105,47.301822,40.00,2600000
1,11,23,39.628388,47.199435,54.00,2200000
2,5,5,39.714141,47.25391,50.00,2750000
1,7,15,39.728838,47.300985,65.00,3600000
3,8,10,39.719783,47.286903,115.00,8500000
2,3,14,39.705122,47.29554,48.00,3350000
1,14,16,39.705643,47.278951,38.00,3750000
2,2,10,39.635683,47.203286,55.00,3850000
1,3,10,39.62793,47.200378,40.00,2350000
2,2,2,39.718552,47.217671,32.00,1950000
0,6,8,39.729763,47.224979,78.00,1390000
2,3,4,39.691171,47.238624,38.00,2450000
2,6,10,39.742888,47.299561,80.00,4600000
2,4,9,39.724014,47.300037,36.00,1850000
3,7,10,39.645762,47.259042,76.00,5600000
1,15,22,39.702508,47.281249,34.00,2000000
1,12,21,39.706209,47.21903,48.00,5250000
3,2,14,39.706039,47.282557,110.00,6700000
1,20,22,39.701951,47.242325,49.00,3290000
1,2,4,39.744639,47.273944,33.00,2000000
1,4,22,39.627149,47.199527,40.00,2150000
1,5,5,39.709201,47.257672,45.00,3000000
2,8,9,39.717241,47.295442,52.00,2850000
1,6,10,39.651448,47.195015,39.00,2450000
1,4,18,39.685234,47.26372,48.00,3000000
0,5,9,39.744334,47.286598,40.00,890000
2,4,5,39.661329,47.215229,43.00,2300000
1,3,10,39.742968,47.298302,40.00,2550000
3,13,16,39.71327,47.226698,112.00,11700000
2,8,9,39.706452,47.295778,53.00,2860000
3,3,9,39.614779,47.229782,64.00,3850000
3,14,15,39.714285,47.296438,125.00,7500000
2,1,2,39.786411,47.234598,31.50,1550000
3,6,10,39.665381,47.195021,84.00,4350000
4,4,10,39.750865,47.22537,120.00,13900000
2,11,22,39.701951,47.242325,74.00,4500000
1,5,17,39.728344,47.232548,60.00,7500000
1,1,6,39.720618,47.293254,26.00,1900000
3,10,17,39.603164,47.233166,69.00,3550000
2,4,10,39.753038,47.227237,73.00,6700000
1,16,19,39.691917,47.225303,45.00,4050000
4,3,10,39.755203,47.247751,82.00,6800000
1,6,10,39.660835,47.219814,39.00,2300000
1,3,5,39.705266,47.213864,33.00,2600000
2,7,10,39.764645,47.286421,54.00,2900000
1,4,16,39.592959,47.23286,38.00,3000000
1,11,16,39.78121,47.243255,27.00,1700000
3,4,4,39.781731,47.271094,49.00,2950000
2,15,17,39.598986,47.232811,63.00,4099000
2,19,20,39.695816,47.289795,65.00,3100000
1,9,18,39.78121,47.243255,27.00,1755000
4,3,10,39.799239,47.237828,125.00,8600000
1,5,25,39.626241,47.197403,38.00,2150000
1,1,9,39.708392,47.295564,39.00,1950000
3,8,10,39.617698,47.231257,62.00,3600000
3,5,9,39.712381,47.290284,64.00,3600000
1,21,25,39.600433,47.234004,43.00,3200000
3,2,5,39.695178,47.234782,47.00,2650000
2,14,21,39.759776,47.237155,55.00,4400000
1,9,10,39.757862,47.237645,36.00,2550000
2,1,5,39.619935,47.211508,48.00,2550000
2,1,2,39.643794,47.262332,46.90,3400000
3,3,9,39.617276,47.213742,65.00,3750000
2,2,2,39.618462,47.206696,37.00,2250000
1,10,22,39.695897,47.222916,44.00,4500000
2,9,28,39.625343,47.195456,55.00,2850000
1,2,5,39.757818,47.275001,31.00,1800000
3,3,11,39.725334,47.222965,151.00,11000000
3,7,9,39.697091,47.291445,64.00,3700000
3,2,10,39.717357,47.264821,80.00,7300000
1,12,23,39.702329,47.282038,47.00,2355000
2,11,17,39.700065,47.224134,56.00,4500000
1,12,14,39.765489,47.256381,38.00,2750000
2,4,14,39.706066,47.282508,84.00,6400000
1,4,14,39.769424,47.259782,35.00,2550000
3,2,16,39.607736,47.230517,77.80,5800000
2,9,9,39.764887,47.250051,45.00,3200000
3,10,17,39.686177,47.291591,84.00,5000000
1,16,2,39.701951,47.242325,42.00,3350000
2,4,5,39.617707,47.210559,44.00,2500000
0,3,9,39.622693,47.231588,23.00,1730000
1,8,10,39.628325,47.198542,38.00,1650000
3,2,5,39.665309,47.267848,62.00,3200000
1,4,5,39.614446,47.20047,32.00,1950000
2,5,15,39.677391,47.210571,71.00,6300000
2,15,17,39.712075,47.292154,62.00,4300000
1,13,23,39.702329,47.282038,45.00,2600000
4,3,5,39.70558,47.28499,64.00,2800000
1,9,10,39.634335,47.207517,38.00,2300000
2,2,3,39.676574,47.245794,41.00,1530000
1,5,17,39.717241,47.295442,54.00,2750000
3,3,9,39.621265,47.230609,66.00,3300000
1,2,5,39.644279,47.212891,29.00,2000000
4,3,4,39.615291,47.223951,100.00,7500000
2,15,17,39.592959,47.23286,56.00,3400000
1,3,10,39.633419,47.217947,42.00,3100000
4,8,10,39.620878,47.226656,96.00,5000000
2,2,5,39.644747,47.207945,46.00,2290000
3,2,9,39.715624,47.29153,65.00,3480000
1,14,17,39.592914,47.234916,41.00,2500000
3,10,17,39.765902,47.254369,117.00,9200000
3,8,10,39.649193,47.205019,84.00,4350000
1,2,17,39.592959,47.23286,35.90,2800000
1,1,9,39.738405,47.295234,38.00,2200000
1,5,5,39.738144,47.275765,32.00,1650000
3,7,17,39.592914,47.234916,75.00,3800000
0,4,9,39.724122,47.299475,38.00,1700000
2,9,10,39.617635,47.21253,54.00,3620000
0,5,9,39.718947,47.284214,24.00,990000
2,1,2,39.685404,47.201964,32.30,1690000
3,10,17,39.686177,47.291591,81.00,5200000
1,5,5,39.732925,47.250809,10.00,580000
1,10,18,39.667213,47.225505,38.00,2250000
3,11,12,39.712309,47.28543,78.00,4380000
1,2,5,39.640039,47.208508,30.00,1950000
3,6,16,39.74039,47.302188,85.00,5199000
3,12,18,39.729152,47.227616,86.00,5500000
1,6,9,39.716791,47.290797,40.00,2200000
1,5,14,39.765839,47.281182,37.00,2400000
0,8,9,39.727958,47.301217,31.00,1750000
2,5,17,39.630823,47.221301,72.00,6300000
2,14,16,39.694046,47.290235,77.00,5400000
2,1,1,39.690076,47.215382,42.00,2100000
1,3,5,39.678568,47.248106,43.00,2800000
1,3,10,39.751377,47.297636,40.00,2350000
1,2,5,39.752005,47.274971,31.00,17000000
1,3,4,39.684003,47.212542,28.00,1500000
0,2,5,39.641656,47.206372,20.00,1400000
1,7,9,39.617653,47.23294,31.00,1870000
2,2,9,39.711051,47.297165,44.00,3200000
3,3,10,39.74843,47.297171,86.80,4500000
1,2,17,39.701951,47.242325,36.00,3100000
1,5,5,39.73668,47.27686,31.00,1700000
1,19,20,39.595519,47.235167,38.00,2500000
2,3,3,39.701448,47.241909,40.00,2350000
2,5,10,39.627014,47.202821,55.00,3800000
2,3,5,39.622199,47.208686,49.00,2500000
4,2,2,39.76742,47.231343,75.00,5300000
1,10,10,39.740561,47.295167,39.00,2500000
0,5,5,39.638692,47.20418,22.00,1680000
2,1,5,39.638943,47.211955,45.00,2550000
1,4,14,39.704808,47.234219,48.00,3800000
2,5,14,39.710099,47.273418,61.00,4300000
2,1,9,39.655724,47.263518,48.00,2600000
3,6,18,39.711967,47.295973,125.00,5780000
3,10,10,39.616845,47.232634,66.00,3600000
2,5,9,39.628828,47.227641,55.00,3550000
3,6,12,39.714573,47.286133,80.00,4500000
1,3,9,39.712668,47.292441,38.00,2590000
2,4,5,39.757907,47.287692,62.00,2870000
3,3,9,39.704718,47.29172,64.00,3500000
2,5,15,39.712605,47.294745,65.00,4500000
2,1,5,39.713953,47.230211,43.00,2650000
2,5,9,39.633886,47.227359,49.00,2850000
0,6,9,39.616845,47.232634,31.00,1950000
1,2,4,39.731605,47.300948,30.00,2000000
4,9,10,39.738917,47.302867,84.00,4250000
1,1,2,39.764636,47.227959,21.00,1350000
1,3,4,39.709838,47.256889,13.00,950000
2,7,10,39.74843,47.297171,47.00,3000000
1,9,23,39.701511,47.286127,37.00,1700000
1,4,20,39.691917,47.225303,43.00,4700000
2,11,14,39.696319,47.288658,78.00,7000000
3,21,22,39.697576,47.241157,55.00,6860000
1,4,5,39.720241,47.224153,35.00,2000000
0,2,5,39.714177,47.26402,100.00,690000
2,8,9,39.63049,47.231747,55.00,3000000
2,2,9,39.719513,47.300673,54.00,2800000
1,5,10,39.692061,47.292533,40.00,2900000
2,2,10,39.824257,47.238599,52.00,3500000
3,6,14,39.717771,47.295051,64.00,4250000
1,1,16,39.698951,47.291824,37.00,3000000
1,14,25,39.677688,47.197862,38.00,1650000
2,1,4,39.72582,47.294953,65.00,3200000
2,4,10,39.64357,47.255733,95.00,4800000
2,17,21,39.697487,47.288969,68.00,3400000
2,12,17,39.595519,47.235167,58.00,4000000
1,3,5,39.695438,47.238685,17.10,1200000
1,3,5,39.757629,47.274616,9.70,730000
1,6,23,39.628541,47.199907,46.00,1850000
1,8,17,39.596588,47.234726,36.00,2500000
1,11,19,39.627068,47.198499,39.00,2700000
3,2,4,39.700568,47.218112,74.00,4800000
3,1,3,39.648672,47.21335,83.00,6300000
3,1,1,39.770268,47.233778,70.00,2950000
2,10,10,39.758931,47.285773,60.00,3400000
1,3,14,39.781012,47.242662,30.00,2000000
3,4,10,39.617519,47.230468,63.00,3800000
2,6,12,39.621319,47.215713,58.00,3350000
1,14,16,39.702356,47.293431,38.00,2100000
2,2,5,39.695555,47.240006,31.00,2300000
1,2,16,39.70364,47.282869,52.00,3380000
2,6,9,39.697981,47.292502,46.00,2700000
1,13,17,39.595519,47.235167,42.00,2400000
1,7,17,39.595519,47.235167,36.00,2300000
1,2,6,39.69587,47.265114,32.00,2500000
1,2,5,39.728263,47.299225,44.00,2290000
1,8,17,39.592914,47.234916,38.00,2600000
3,7,14,39.728838,47.300985,115.00,5900000
2,3,10,39.61883,47.216423,50.00,3400000
1,3,15,39.705643,47.278951,40.00,3000000
1,16,17,39.66636,47.226319,38.00,2600000
2,5,11,39.704296,47.235889,80.00,6900000
2,2,10,39.726053,47.232395,65.00,5200000
1,13,13,39.709425,47.293621,39.00,2500000
4,8,16,39.750865,47.22537,103.00,11000000
3,10,17,39.725361,47.230052,113.00,8500000
0,1,9,39.697002,47.290302,15.00,1150000
2,4,16,39.716181,47.272537,55.00,2900000
1,2,9,39.735944,47.302304,25.00,1550000
1,21,23,39.702329,47.282038,36.00,2300000
3,2,9,39.737596,47.231936,64.00,4800000
1,3,17,39.701951,47.242325,36.00,3200000
2,7,9,39.680841,47.215639,45.00,2900000
1,1,3,49.087172,55.87392,26.00,2000000
2,3,4,39.770726,47.251953,54.00,3500000
1,2,17,39.622441,47.216062,43.00,2500000
2,5,5,39.616063,47.204964,45.00,2900000
1,15,23,39.702508,47.281249,33.00,2000000
3,4,5,39.629915,47.211771,52.00,2550000
1,2,3,39.734021,47.303954,30.00,2050000
2,14,16,39.734021,47.290076,56.00,3700000
3,5,5,39.721373,47.218485,70.00,4000000
1,10,20,39.626241,47.197403,45.00,2500000
2,6,10,39.758931,47.285773,60.00,3550000
3,8,9,39.828829,47.240912,76.00,3850000
3,3,9,39.705302,47.289507,64.00,3400000
1,7,9,39.734219,47.226943,34.00,3300000
2,4,5,39.624831,47.209212,46.00,2450000
1,2,8,39.694908,47.236519,50.00,4700000
1,9,20,39.626241,47.197403,49.00,2700000
1,10,14,39.725397,47.250803,63.00,3300000
2,1,5,39.716333,47.294837,48.00,2800000
1,4,9,39.716702,47.299231,31.00,1850000
1,6,10,39.64436,47.255623,40.00,2400000
2,20,22,39.704808,47.234219,70.00,4600000
3,4,5,39.634335,47.207517,50.00,2700000
1,3,17,39.595636,47.232817,40.00,2500000
1,5,10,39.801467,47.237773,43.00,3700000
2,2,5,39.635557,47.208784,46.00,2550000
2,2,5,39.71857,47.249133,44.00,2400000
1,3,9,39.752679,47.27236,40.00,2300000
1,9,14,39.738917,47.23335,60.00,4000000
